section,number,title,crn,cap,enrl,avail,instructor_last,instructor_first,dates,restrictions,prerequisites,delivery,days,start,end,building,room,credits,fee,fee_type
BIOL,204,"Intr Evol,Ecol,Biodivers w/lab",20380,24,24,0,Carnes-Mason,Maxwell D.,04/02-06/14,OV,CHEM 161 or CHEM 175 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,T,800.0,1050.0,BI,249,1,,01 	5	$34.00 Flat Fee
BIOL,204,"Intr Evol,Ecol,Biodivers w/lab",20745,24,24,0,Carnes-Mason,Maxwell D.,04/02-06/14,OV,CHEM 161 or CHEM 175 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,W,800.0,1050.0,BI,249,1,,01 	5	$34.00 Flat Fee
BIOL,204,"Intr Evol,Ecol,Biodivers w/lab",21118,24,24,0,Spurlin,Samantha Marika,04/02-06/14,OV,CHEM 161 or CHEM 175 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,T,1100.0,1350.0,BI,249,2,,34 	5	$34.00 Flat Fee
BIOL,204,"Intr Evol,Ecol,Biodivers w/lab",21119,24,24,0,Spurlin,Samantha Marika,04/02-06/14,OV,CHEM 161 or CHEM 175 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,T,1400.0,1650.0,BI,249,2,,34 	5	$34.00 Flat Fee
BIOL,204,"Intr Evol,Ecol,Biodivers w/lab",22743,24,24,0,Spurlin,Samantha Marika,04/02-06/14,OV,CHEM 161 or CHEM 175 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,R,1100.0,1350.0,BI,249,2,,34 	5	$34.00 Flat Fee
BIOL,204,"Intr Evol,Ecol,Biodivers w/lab",22744,24,24,0,Spurlin,Samantha Marika,04/02-06/14,OV,CHEM 161 or CHEM 175 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,R,1400.0,1650.0,BI,249,2,,34 	5	$34.00 Flat Fee
BIOL,205,Intro to Cell&Mole Biol w/lab,20304,24,24,0,Serrano-Moreno,Jose R.,04/02-06/14,OV,BIOL 204; CHEM 161 or CHEM 175; CHEM 162 or CHEM 176 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,T,800.0,1050.0,BI,261,2,,34 	5	$38.00 Flat Fee
BIOL,205,Intro to Cell&Mole Biol w/lab,20342,24,24,0,Serrano-Moreno,Jose R.,04/02-06/14,OV,BIOL 204; CHEM 161 or CHEM 175; CHEM 162 or CHEM 176 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,T,1100.0,1350.0,BI,261,2,,34 	5	$38.00 Flat Fee
BIOL,205,Intro to Cell&Mole Biol w/lab,20381,24,22,2,Serrano-Moreno,Jose R.,04/02-06/14,OV,BIOL 204; CHEM 161 or CHEM 175; CHEM 162 or CHEM 176 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,W,1300.0,1550.0,BI,261,2,,34 	5	$38.00 Flat Fee
BIOL,205,Intro to Cell&Mole Biol w/lab,20630,24,24,0,Wilkinson,George Albert,04/02-06/14,OV,BIOL 204; CHEM 161 or CHEM 175; CHEM 162 or CHEM 176 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,T,1400.0,1650.0,BI,261,2,,34 	5	$38.00 Flat Fee
BIOL,205,Intro to Cell&Mole Biol w/lab,20631,24,24,0,Wilkinson,George Albert,04/02-06/14,OV,BIOL 204; CHEM 161 or CHEM 175; CHEM 162 or CHEM 176 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,R,1400.0,1650.0,BI,261,2,,34 	5	$38.00 Flat Fee
BIOL,205,Intro to Cell&Mole Biol w/lab,20747,24,24,0,Wilkinson,George Albert,04/02-06/14,OV,BIOL 204; CHEM 161 or CHEM 175; CHEM 162 or CHEM 176 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,R,1100.0,1350.0,BI,261,2,,34 	5	$38.00 Flat Fee
BIOL,206,Intro to Organismal Biol w/lab,21315,24,24,0,Acevedo-Gutierrez,Alejandro,04/02-06/14,OV,BIOL 205; CHEM 162 or CHEM 176; CHEM 163 or CHEM 225 or concurrent. Labs DO NOT meet the 1st week,Face-to-Face LSCI,T,800.0,1050.0,BI,355,1,,09 	5	$44.00 Flat Fee
BIOL,206,Intro to Organismal Biol w/lab,21316,24,24,0,Acevedo-Gutierrez,Alejandro,04/02-06/14,OV,BIOL 205; CHEM 162 or CHEM 176; CHEM 163 or CHEM 225 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,R,800.0,1050.0,BI,355,1,,09 	5	$44.00 Flat Fee
BIOL,206,Intro to Organismal Biol w/lab,21317,24,24,0,Acevedo-Gutierrez,Alejandro,04/02-06/14,OV,BIOL 205; CHEM 162 or CHEM 176; CHEM 163 or CHEM 225 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,W,1100.0,1350.0,BI,355,1,,09 	5	$44.00 Flat Fee
BIOL,206,Intro to Organismal Biol w/lab,21319,24,22,2,Binney,Elizabeth,04/02-06/14,OV,BIOL 205; CHEM 162 or CHEM 176; CHEM 163 or CHEM 225 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,T,1100.0,1350.0,BI,355,3,,45 	5	$44.00 Flat Fee
BIOL,206,Intro to Organismal Biol w/lab,21320,24,23,1,Binney,Elizabeth,04/02-06/14,OV,BIOL 205; CHEM 162 or CHEM 176; CHEM 163 or CHEM 225 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,W,800.0,1050.0,BI,355,3,,45 	5	$44.00 Flat Fee
BIOL,206,Intro to Organismal Biol w/lab,21663,24,24,0,Binney,Elizabeth,04/02-06/14,OV,BIOL 205; CHEM 162 or CHEM 176; CHEM 163 or CHEM 225 or concurrent. Labs DO NOT meet the 1st week.,Face-to-Face LSCI,R,1100.0,1350.0,BI,355,3,,45 	5	$44.00 Flat Fee
BIOL,245,Micro for Health Science w/lab,23092,20,20,0,Moles,Adam,04/02-06/14,OV,"BIOL 101, or BIOL 204 and BIOL 205 Registration is open to all students who meet the pre-reqs EXCEPT for students in the biology major or pre-major. This course is intended for non-biology majors. If you are pursuing a biology major, you should consult with your advisor and plan to enroll in BIOL 345/46 when eligible. BIOL 300	Directed Independent Study	20131	5	0	5	Staff	04/02-06/14 Must have permission of supervising faculty member. Complete ""Directed Independent Study and Registration - Undergraduate"" eSign form and submit to faculty member for approval - esign.wwu.edu",Face-to-Face,TR,1200.0,1350.0,BI,454,0,,15 	5	$98.00 Flat Fee
BIOL,321,Genetics,20362,35,25,10,Schulze,Sandra,04/02-06/14,MJ OV,"BIOL 204, BIOL 205, BIOL 206 Restricted to Biology (all emphases), Biochemistry BS and BA (Phase II), Behavioral Neuroscience, and Secondary Ed. General Science majors. Beginning on the 4th day of registration at 12:00pm, Marine and Coastal Sciences (MACS) majors may register. New Room",Face-to-Face,MWF,2330.0,2450.0,P,H,1,,46 	4
BIOL,321,Genetics,21121,35,34,1,Lambert,Jason,04/02-06/14,MJ OV,"BIOL 204, BIOL 205, BIOL 206 Restricted to Biology (all emphases), Biochemistry BS and BA (Phase II), Behavioral Neuroscience, and Secondary Ed. General Science majors. Beginning on the 4th day of registration at 12:00pm, Marine and Coastal Science (MACS) majors may register.",Face-to-Face,MWF,1000.0,1120.0,M,H,1,,05 	4
BIOL,322,Genetics Lab,20632,16,15,1,Wang,Adrienne Marie,04/02-06/14,MJ OV,"BIOL 321. Initially, registration is restricted to Molecular and Cell, Secondary Teaching, Secondary Ed. - General Science majors, and CHEM/BIOL - Secondary BAE. Beginning on the 3rd day of registration at 12:00pm, General Biology, EEO and Phase II Behavioral Neuroscience majors may register. New Room",Face-to-Face WP2,TR,1400.0,1650.0,BI,461,4,,61 	4	$98.00 Flat Fee
BIOL,323,Cell and Molecular Biology,20392,40,20,20,Singh-Cundy,Anu,04/02-06/14,MJ OV,"CHEM 351 and CHEM 352 (may be taken concurrently); OR CHEM 251. Restricted to Biology, Biochemistry BS and BA (Phase II), Secondary Ed. - General Science, CHEM/BIOL - Secondary BAE, and Phase II Behavioral Science majors. Beginning on the 4th day of registration at 12:00pm, Marine and Coastal Sciences (MACS) majors may register. New Time",Face-to-Face,MWF,1500.0,1620.0,B,I,2,,12 	4
BIOL,323,Cell and Molecular Biology,20869,40,40,0,Singh-Cundy,Anu,04/02-06/14,MJ OV,"CHEM 351 and CHEM 352 (may be taken concurrently); OR CHEM 251. Restricted to Biology, Biochemistry BS and BA (Phase II), Secondary Ed. - General Science, CHEM/BIOL - Secondary BAE, and Phase II Behavioral Neuroscience majors. Beginning on the 4th day of registration at 12:00pm, Marine and Coastal Sciences (MACS) majors may register.",Face-to-Face,MWF,1300.0,1420.0,B,I,2,,34 	4
BIOL,324,Methds in Molecular Biol w/lab,20522,16,16,0,Lambert,Jason,04/02-06/14,MJ OV,"BIOL 321 or BIOL 323. Initially, registration is restricted to Biology majors with a Secondary Teaching or Molecular and Cell Biology emphasis, Biochemistry (BS) majors (Phase II), and CHEM/BIOL - Secondary BAE majors. On the 3rd day of registration at 12:00pm, all other Biology majors and Biology minors may register. On the 4th day of registration 12:00pm, Marine and Coastal Sciences (MACS) majors may register.",Face-to-Face,TR,1400.0,1650.0,IS,420,4,,13 	4	$98.00 Flat Fee
BIOL,324,Methds in Molecular Biol w/lab,20750,16,16,0,Brodhagen,Marion L.,04/02-06/14,MJ OV,"BIOL 321 or BIOL 323. Initially, registration is restricted to Biology Majors with a Secondary Teaching or Molecular and Cell Biology emphasis, Biochemistry (BS) majors (Phase II), and CHEM/BIOL - Secondary BAE majors. On the 3rd day of registration at 12:00pm, all other Biology majors and Biology minors may register. On the 4th day of registration at 12:00pm, Marine and Coastal Sciences (MACS) majors may register.",Face-to-Face,WF,2200.0,2450.0,IS,420,4,,13 	4	$98.00 Flat Fee
BIOL,324,Methds in Molecular Biol w/lab,21666,16,16,0,Snyder,Annelise Grace,04/02-06/14,MJ OV,"BIOL 321 or BIOL 323. Initially, registration is restricted to Biology Majors with a Secondary Teaching or Molecular and Cell Biology emphasis, Biochemistry majors (Phase II only), and CHEM/BIOL - Secondary BAE. On the 3rd day of registration at 12:00pm, all other Biology majors and Biology minors may register. On the 4th day of registration at 12:00pm, Marine and Coastal Sciences majors may register.",Face-to-Face,WF,1400.0,1650.0,IS,420,4,,13 	4	$98.00 Flat Fee
BIOL,325,Ecology,20363,40,40,0,Spurlin,Samantha Marika,04/02-06/14,MJ OV,"BIOL 204, BIOL 205 and BIOL 206. Initially, registration is restricted to Biology majors and Biology minors, CHEM/BIOL - Secondary BAE majors, and Secondary Ed. - General Science majors. On the 4th day of registration at 12:00pm, Behavioral Neuroscience and Marine and Coastal Sciences (MACS) majors may register.",Face-to-Face,MWF,1000.0,1120.0,B,I,2,,12 	4
BIOL,326,Ecology Lab,20092,16,15,1,Hooper,David U.,04/02-06/14,MJ OV,"BIOL 325 or concurrent; or ESCI 325. Initially, registration is restricted to Biology majors and Biology minors, CHEM/BIOL - Secondary BAE majors, and Secondary Ed - General Science majors. On the 4th day of registration at 12:00pm Environmental Science majors may register.",Face-to-Face WP3,R,1300.0,1650.0,BI,139,0,,72 	3	$56.00 Flat Fee
BIOL,326,Ecology Lab,20426,16,16,0,van Hees,Dan,04/02-06/14,MJ OV,"BIOL 325 or concurrent; or ESCI 325. Initially, registration is restricted to Biology majors and Biology minors, CHEM/BIOL - Secondary BAE majors, and Secondary Ed. - General Science majors. On the 4th day of registration at 12:00pm, Environmental Sciences majors may register.",Face-to-Face WP3,W,1300.0,1650.0,BI,139,1,,39 	3	$56.00 Flat Fee
BIOL,340,Biostatistics,21323,20,21,-1,van Hees,Dan,04/02-06/14,MJ OV,"BIOL 204, BIOL 205, BIOL 206; or instructor permission. Initially, registration is restricted to Biology majors, Biology minors, and Marine and Coastal Sciences (MACS) majors. On the 4th day of registration at 12:00pm, Environmental Science majors may register. New Room",Face-to-Face,MWF,830.0,950.0,I,S,2,,40 	5
BIOL,340,Biostatistics,21486,20,20,0,van Hees,Dan,04/02-06/14,MJ OV,"BIOL 204, BIOL 205, BIOL 206; or instructor permission. Initially, registration is restricted to Biology majors, Biology minors, and Marine and Coastal Sciences (MACS) majors. On the 4th day of registration at 12:00pm, Environmental Science majors may register. New Time New Room",Face-to-Face,MWF,1000.0,1120.0,I,S,2,,40 	5
BIOL,340,Biostatistics,23112,20,20,0,Arellano,Shawn M.,04/02-06/14,MJ OV,"BIOL 204, BIOL 205, BIOL 206; or instructor permission. Initially, registration is restricted to Biology majors, Biology minors, and Marine and Coastal Sciences (MACS) majors. On the 4th day of registration at 12:00pm, Environmental Science majors may register.",Face-to-Face,F,1300.0,1420.0,BI,139,3,,45 	5
BIOL,340,Biostatistics,23114,20,12,8,Arellano,Shawn M.,04/02-06/14,MJ OV,"BIOL 204, BIOL 205, BIOL 206; or instructor permission. Initially, registration is restricted to Biology majors, Biology minors, and Marine and Coastal Sciences (MACS) majors. On the 4th day of registration at 12:00pm, Environmental Science majors may register.",Face-to-Face,F,1430.0,1550.0,BI,139,3,,45 	5
BIOL,348,Human Anatomy/Physiology w/lab,21138,20,19,1,Freedman,Gregory,04/02-06/14,OV,"BIOL 101 or BIOL 205 Restricted to students in the Biology/Anthropology major (BS or BA), Biocultural Anthropology major, and most HHD majors including Kinesiology (all specializations), Recreation, and pre-majors or majors in the Physical Education and Public Health programs. All other students must wait to register until program restrictions are lifted at Phase II of registration. Please note that coursework utilizes cadavers.",Face-to-Face,TR,1000.0,1150.0,CV,163,2,,01 	5	$63.00 Flat Fee
BIOL,348,Human Anatomy/Physiology w/lab,21487,20,20,0,Freedman,Gregory,04/02-06/14,OV,"BIOL 101 or BIOL 205 Restricted to students in the Biology/Anthropology major (BS or BA), Biocultural Anthropology major, and most HHD majors including Kinesiology (all specializations), Recreation, and pre-majors or majors in the Physical Education and Public Health programs. All other students must wait to register until program restrictions are lifted at Phase II of registration. Please note that coursework utilizes cadavers.",Face-to-Face,TR,1200.0,1350.0,CV,163,2,,01 	5	$63.00 Flat Fee
BIOL,348,Human Anatomy/Physiology w/lab,21809,20,20,0,Freedman,Gregory,04/02-06/14,OV,"BIOL 101 or BIOL 205 Restricted to students in the Biology/Anthropology major (BS or BA), Biocultural Anthropology major, and most HHD majors including Kinesiology (all specializations), Recreation, and pre-majors or majors in the Physical Education and Public Health programs. All other students must wait to register until program restrictions are lifted at Phase II of registration. Please note that coursework utilizes cadavers.",Face-to-Face,TR,1400.0,1550.0,CV,163,2,,01 	5	$63.00 Flat Fee
BIOL,348,Human Anatomy/Physiology w/lab,22099,20,19,1,Freedman,Gregory,04/02-06/14,OV,"BIOL 101 or BIOL 205 Restricted to students in the Biology/Anthropology major (BS or BA), Biocultural Anthropology major and most HHD majors including Kinesiology (all specializations), Recreation, and pre-majors or majors in the Physical Education and Public Health programs. All other students must wait to register until program restrictions are lifted at Phase II of registration. Please note that coursework utilizes cadavers.",Face-to-Face,TR,1600.0,1750.0,CV,163,2,,01 	5	$63.00 Flat Fee
BIOL,349,Human Physiology w/lab,20267,16,16,0,McIntosh,Jaci,04/02-06/14,MJ OV,"BIOL 348 or BIOL 206; CHEM 161 or CHEM 175. Restricted to declared majors in the Biology/Anthropology major (BS or BA), Biocultural Anthropology major, and select HHD majors including Kinesiology (movement studies, pre-PT, pre-health and exercise science) and pre-majors or majors in Public Health. All other students must request an override from the instructor. New Room",Face-to-Face,R,1300.0,1650.0,CV,163,1,,10 	5	$31.00 Flat Fee
BIOL,349,Human Physiology w/lab,20268,16,12,4,McIntosh,Jaci,04/02-06/14,MJ OV,"BIOL 348 or BIOL 206; CHEM 161 or CHEM 175. Restricted to declared majors in the Biology/Anthropology major (BS or BA), Biocultural Anthropology major, and select HHD majors including Kinesiology (movement studies, pre-PT, pre-health and exercise science) and pre-majors or majors in Public Health. All other students must request an override from the instructor. New Room",Face-to-Face,W,800.0,1150.0,CV,163,1,,10 	5	$31.00 Flat Fee
BIOL,349,Human Physiology w/lab,20269,16,15,1,McIntosh,Jaci,04/02-06/14,MJ OV,"BIOL 348 or BIOL 206; CHEM 161 or CHEM 175. Restricted to declared majors in the Biology/Anthropology major (BS or BA), Biocultural Anthropology major, and select HHD majors including Kinesiology (movement studies, pre-PT, pre-health and exercise science) and pre-majors or majors in Public Health. All other students must request an override from the instructor. New Room",Face-to-Face,W,1300.0,1650.0,CV,163,1,,10 	5	$31.00 Flat Fee
BIOL,349,Human Physiology w/lab,20270,16,7,9,McIntosh,Jaci,04/02-06/14,MJ OV,"BIOL 348 or BIOL 206; CHEM 161 or CHEM 175. Restricted to declared majors in the Biology/Anthropology major (BS or BA), Biocultural Anthropology major, and select HHD majors including Kinesiology (movement studies, pre-PT, pre-health and exercise science) and pre-majors or majors in Public Health. All other students must request an override from the instructor. New Room",Face-to-Face,F,800.0,1150.0,CV,163,1,,10 	5	$31.00 Flat Fee
BIOL,397Z,Cell Biology,23919,24,6,18,Serrano-Moreno,Jose R.,04/02-06/14,OV,"Biology, Biochemistry, or Behavioral Neuroscience Major status; BIOL 205; CHEM 251 or CHEM 351 and CHEM 352 or concurrent. New Time BIOL 400	Directed Independent Study	20132	5	0	5	Staff	04/02-06/14 Must have permission of supervising faculty member. Complete BIOL 300/400 web form on the Biology website under Academics > Other > ""Undergraduate Forms"" biology.wwu.edu",Face-to-Face,MWF,830.0,950.0,B,I,2,,34 	4
BIOL,407,Marine Ecology w/lab,23854,20,19,1,Miner,Benjamin Gregory,04/02-06/14,MJ OV,"BIOL 325; BIOL 326; BIOL 340 or concurrent OR ESCI 340 or concurrent; ESCI 321 or concurrent or instructor permission. Initially, registration is restricted to select Biology majors (Marine and EEO), and Marine and Coastal Sciences (MACS) majors. On the 3rd day of registration at 12:00pm, all other Biology majors and Biology minors may register. On the 4th day of registration at 12:00pm, Environmental Sciences majors may register.",Face-to-Face,R,800.0,1650.0,M,C,0,,07 	5	$70.00 Flat Fee
BIOL,432,Evolutionary Biology,20343,30,17,13,Schwarz,Dietmar,04/02-06/14,MJ OV,"BIOL 321 Registration is restricted to Biology majors (all emphases) and Biology minors, Behavioral Neuroscience, Secondary Ed. - General Science majors and CHEM/BIOL - Secondary BAE majors. On the 4th day of registration at 12:00pm, Marine and Coastal Sciences (MACS) majors may register.",Face-to-Face,MWF,2330.0,2450.0,B,I,2,,12 	4
BIOL,432,Evolutionary Biology,21202,10,7,3,Schwarz,Dietmar,04/02-06/14,MJ OV,"BIOL 321 Registration is restricted to Biology majors (all emphases) and Biology minors, Behavioral Neuroscience, Secondary Ed. - General Science majors and CHEM/BIOL - Secondary BAE majors. On the 4th day of registration at 12:00pm, Marine and Coastal Sciences (MACS) majors may register. Registration for this Writing Proficiency (WP) section requires instructor permission via override.",Face-to-Face WP3,MWF,2330.0,2450.0,B,I,2,,12 	4
BIOL,432,Evolutionary Biology,21203,10,5,5,Templeton,Chris,04/02-06/14,MJ OV,"BIOL 321 Restricted to students in the Biology major (all emphases) and the Biology minor, Behavioral Neuroscience, Secondary Ed - General Science majors and CHEM/BIOL - Secondary BAE majors. On the 4th day of registration at 12:00pm, Marine and Coastal Sciences (MACS) majors may register. Registration for this Writing Proficiency (WP) section requires permission via instructor override.",Face-to-Face WP3,MWF,830.0,950.0,A,H,0,,14 	4
BIOL,432,Evolutionary Biology,21662,30,17,13,Templeton,Chris,04/02-06/14,MJ OV,"BIOL 321 Restricted to students in the Biology major, (all emphases) and the Biology minor. Behavioral Neuroscience, Secondary Ed. - General Science majors and CHEM/BIOL - Secondary BAE majors. On the 4th day of registration at 12:00pm, Marine and Coastal Science (MACS) majors may register.",Face-to-Face,MWF,830.0,950.0,A,H,0,,14 	4
BIOL,444,Seminar Series Participation,20875,20,17,3,Singh-Cundy,Anu,04/02-06/14,MJ OV,"BIOL 204, BIOL 205, BIOL 206 Restricted to students in the Biology major (all emphases) and the Biology minor. All other students may submit and override request to the instructor. This course is not repeatable for credit. New Room",Face-to-Face,W,1600.0,1650.0,B,I,2,,34 	1
BIOL,452,Systematic Botany w/lab,20420,24,24,0,DeChaine,Eric Gerald,04/02-06/14,MJ OV,"BIOL 206 Restricted to students in the Biology major (all emphases), Biology minor, and Secondary Ed. - General Science majors. Beginning on the 4th day of registration at 12:00pm, Environmental Science majors may register.",Face-to-Face,F,1300.0,1650.0,IS,240,2,,40 	5	$59.00 Flat Fee
BIOL,456,Algae w/lab,23682,24,24,0,Olson,Brady,04/02-06/14,MJ OV,"BIOL 206; 5 credits of 300 level science coursework or instructor permission. Class will be held at the Shannon Point Marine Center in Anacortes, WA. Students are responsible for their own transportation to Anacortes. ... Initially, registration is restricted to Biology majors with a marine or EEO emphasis. Beginning on the 3rd day of registration at 12:00pm, all other biology majors and biology minors may register. On the 4th day of registration at 12:00pm, Environmental Science and Marine and Coastal Science (MACS) majors may register.",Face-to-Face,T,800.0,1650.0,M,C,0,,07 	5	$70.00 Flat Fee
BIOL,462,Entomology w/lab,22747,18,18,0,Peterson,Merrill Alan,04/02-06/14,MJ OV,"BIOL 206 Registration is restricted to Biology majors in select emphases (General, Secondary Teaching, Marine, or EEO) and students in the biology minor.",Face-to-Face,R,1300.0,1650.0,BI,354,3,,54 	5	$83.00 Flat Fee
BIOL,473,Molecular Biology,21353,24,7,17,Schulze,Sandra,04/02-06/14,MJ OV,"BIOL 321 or BIOL 323; CHEM 471. Registration is restricted to Biology majors (all emphases), Biology minors, and Secondary Ed. - General Science majors.",Face-to-Face,MWF,1000.0,1050.0,B,I,4,,15 	3
BIOL,477,Genomic Data Analysis Lab,23063,18,18,0,Zinkgraf,Matthew Steven,04/02-06/14,MJ OV,"BIOL 321 or BIOL 323; and BIOL 340. Registration is restricted to Biology majors with an emphasis in General (BS or BA), EEO, Molecular and Cell, or the Biology minor. Beginning on the 3rd day of registration at 12:00pm, all other Biology majors may register.",Face-to-Face,TR,1300.0,1550.0,IS,240,2,,40 	4	$15.00 Flat Fee
BIOL,482,Develpmntl Biology of Animals,23687,24,23,1,Pillay,Laura Melinda,04/02-06/14,MJ OV,"BIOL 321 and BIOL 323 Registration is restricted to Biology majors with an emphasis in Molecular and Cell. On the 3rd day of registration at 12:00pm, all other Biology majors and Biology minors may register.",Face-to-Face,MWF,1000.0,1120.0,A,W,4,,10 	4
BIOL,484,Cell Microscopy Laboratory,22368,12,11,1,Galati,Nick,04/02-06/14,MJ OV,"BIOL 323 Initially, registration is restricted to Biology majors with an emphasis in Molecular and Cell. Beginning on the 3rd day of registration at 12:00pm, all other Biology majors and Biology minors may register.",Face-to-Face,M,900.0,950.0,BI,463,4,,63 	5	$98.00 Flat Fee
